;human_prediction;comments;prediction;probability_class_one
799;0;0:07 so many vines coming to mind;0;0.2602778826162554
800;0;That creepy voice tho 0:45;0;0.2593980924250044
801;0;0:11 when the old lady falls down the stairs;0;0.3145197166013478
802;0;Anyone else heard when her foot drag on the floor 2:48 😂😂😂;0;0.2866486210556655
803;0;Okay so I’ve been listening to this song since it came out and only now I realise Harrys voice is used as back ground vocals from 2:40 AND IM SCREAMING;0;0.2654031198852292
804;0;0:44 and 1:34 :3 creppy;0;0.2673332148499385
805;0;0:09 to 0:28 What kind of demon walks like that;0;0.287902862717516
806;0;If you click on the video -pause- then clicked on it again -unpause- then you keep pressing 8 (Or keep pressing at the timestamp 3:57) It'll look like Ed... Wells givin' it to her!;0;0.3503688724648927
807;0;At 00:45 there's a child who says 'heart' after him 🙊😱;1;0.6409215472788921
808;0;:) So Romantic in 4:06;0;0.2566450883277206
809;0;Did you know that Harry styles is singing in the background from 2:30 to 3:50 😭😭❤️️❤️️❤️️;0;0.2730552163026294
810;0;100% everyone look at miror at 1:05 :D;0;0.262694663427059
811;0;"how can a small child could say the sound ""heart"" let you listen in 00:43 minutes. there are strange";0;0.3134217299999917
812;0;02:08 basically ed;0;0.2747208042866935
813;0;Anyone else think this is hot? Like that touch of the leg thoooo at 1:43.;0;0.267947415707863
814;0;2:30-3:30 harry styles is the supporting vocal;0;0.2665610123580975
815;0;0:45 you can hear kid say heart;0;0.27526427709993
816;0;At 2:28 you know he's LIGIT trying to keep a straight face like I saw a grin lol;0;0.3827464303618427
817;0;it's the anger beneath the hurt! 0:44;0;0.2704808983014217
818;0;This song is beautiful, it’s how I feel about Michael Jackson, my Father, my Mother, my brothers and sister, my children and my grandchildren 3:23 and My Father God ❤❤ 3:54;1;0.94179782131494
819;0;Why does the girl put some random thing in front of Tom's mouth at 2:06 , seems strange 2 me.;1;0.541736019451144
820;0;At 2:02 the girls dress is up lol;0;0.287236132760445
821;0;"""My head's under water but I'm breeding fine"" 2:20";0;0.2545457298258751
822;0;"You guys at 0:46 there kid that's also says ""Heart""...";0;0.2901852844417446
823;0;0:43 creepy😨😨;0;0.2615231084398923
824;0;0:18 Draco + Fred & George = Tom Odell;0;0.2512340526227257
825;0;2:45 this the best high note that i have ever heard;0;0.2512904840301293
826;0;Listen on the part of 0:40-0:46 heart echo of a child. creepy;0;0.3892488231086999
827;0;just found out that Harry Styles is the supporting vocal from 2:40-3:05. Listen carefully, if you know his voice you can hear him.;0;0.2822070137737122
828;0;3:10 that reflex tho;0;0.2789903159982261
829;0;did you hear that? 04:16;0;0.2847822299055521
830;0;1:18 Court case notwithstanding it does sound very similar to Marvin Gaye's Lets Get it On!;0;0.2511385112802486
831;0;Amazing!! Best music video I've ever seen! The back flip at 2:34 is pretty solid;0;0.2553043858658587
832;0;"I know its quarantine but did you guys forget about the kid who said ""heart"" in 0:45 HAHAHA";0;0.2850542094037628
833;0;0:01 for a second i thought its the avatar intro;0;0.2588450699159882
834;0;00:45 creepy as hell .__.;0;0.2448533567481836
835;0;At 2:50. There. Was. Some. Dancing.;0;0.2560850215877371
836;0;2:50 i try to do that move with my mrs we dance like retards but we are in love;1;0.8824396030229537
837;0;Guys, check 0:45! If u listen carefully u will hear an echo saying 'heart';0;0.34269086890049
838;0;1:48-1:52 look at him counting the beat in his head so that he remembers when to start singing. The symbolism is amazing btw;0;0.406720666975205
839;0;0:09 you after hitting leg day;0;0.2889430372750296
840;0;Have you heard it?! 0:46;0;0.253170513129548
841;0;herr ass in 1:48 ❤️;0;0.276002652156119
842;0;did anyone notice a child's voice at 0:45??;0;0.273573165036202
843;0;"listen to 0:45 there's a voice of kid said ""heart"" 😨";0;0.2464026994511072
844;0;1:09 and.look at the left;0;0.2656371759339294
845;0;1:10l6 thank me later .;0;0.2598764277523353
846;0;00:45 listen to it at high volume. You can hear that there's like another person say 'heart' after ed.;1;0.6243162233805478
847;0;3:20 what Maigc is  this!;0;0.2507310392087928
848;0;0:44 creepy voice;0;0.2703223859314612
852;0;Listen at 0:45! It sounds like a kid singing!;0;0.2595441440698047
853;0;2:03 what does that have to do with the song its just plain ina pro pro. (probably gonna get tons of hate cause of this comment butt whatever :P);0;0.2502695209508935
854;0;Harry styles singing backup at 2:30 till 3:30;0;0.2767781987478289
855;0;3:40 now listen to flowers;0;0.2701552411177697
856;0;Anyone else get the feeling there is a little stutter or mistake at 0:16 ? It just sounds weird to me, the rest of the song is amazing though!;0;0.3049268469406372
857;0;00:45 do you hear the voice of a boy that sounds HURT guyss???;0;0.3213478035778696
858;0;Why is there a strange noise at 0:45 when the heart lyrics;0;0.271017604490257
859;0;you will hear sound like a kid says heart at 0:45;0;0.3072915486092579
860;0;00:54 Is he remembering or is that a ghost :O;0;0.2741550232544956
861;0;00:54 Is he remembering or is that a ghost :O;0;0.2741550232544956
862;0;Does every music video on Youtube have someone commenting what year it is? I swear there's like 1 person who just runs through videos every year January 1st 12:01am lol;0;0.3343303678800284
863;0;1:07 Please pay attention to this wonderful advertisement of Yamaha pianos. Lol;0;0.2336543976652211
864;0;0:48 i wish i could breath under water but you are out of your mind so your teling a lie;0;0.4680995372387125
865;0;1:23 TAKE ME INTO YOUR LEMON ARMS;0;0.2717259407971119
866;0;0:39 Ed was staring at the wrong place and she has to correct him 😂😂;0;0.3826059277536828
867;0;still watching this in 2017...but is it only me that heard a girl's voice saying 'heart' at 0:45 and exactly the same time as ed singing 'heart'😲...it sounds creepy for me😱;1;0.5236581833272618
868;0;2:33 ooh that aerial😻;0;0.2663176968717289
869;0;0:45 a child's voice is heard;0;0.3237121697621674
870;0;2:10 you will thank me later;0;0.3201052130375233
871;0;and baby my heart❤👻 00:45 😳;0;0.295749661782257
872;0;2:09 I don't know why, but I find it so incredibly sexy when he strums on her leg...:) oh hell, I find everything about him sexy in this video lol;1;0.5485231797064397
873;0;0:45 is there a girl's voice? ....;0;0.3243368752251346
874;0;"I think i hear child voice in 00:45 he said ""heart"" same time with sheeran... it just me or anybody hear to??";0;0.4869879466826314
875;0;omgggg i love it, the entire dance routine is so cute, 2:07 is my fave little piece;0;0.3508980197028863
876;0;"wow did you guys just realize ""heart"" on 0:45? could somebody please give me a brief explanation?";0;0.2973854150368982
877;0;1:34 hits me hard man 😢;0;0.2578156038253607
878;0;0:45 baby my heart (heart) again echo;1;0.5206109991993666
879;0;4:30 Best sneaky but romantic way to touch it;0;0.2623975329860221
880;0;Old girl literally disappeared at 2:30;0;0.2951854780712803
881;0;0:25 is when the song starts.;0;0.2683947953593921
882;0;are they really couple? 4:45 their real marriage?? is she john's wife?wow 😍😍😍;1;0.6995098167687165
883;0;Do you hear the creepy kid voice at 0:44?;0;0.2658920841075013
884;0;2:12 i love this part;0;0.2737762046101217
885;0;Unpopular general knowledge : harry styles is the supporting vocal from 2:30 to 3:50;0;0.255790697149113
886;0;in part 0:44 when ed said heart...and i hearing a one kids said heart too;0;0.4789922863766932
887;0;0:45 scary;0;0.2870755870348315
888;0;0:45 scary;0;0.2870756114325861
889;0;"This song is amazing, but what happens at 2:34? It sounds like some sort of glitch. I thought my headsett was broken the first time i noticed it. That part kind of ruins the song a bit for me. ;(";0;0.4216236405680815
890;0;0:45 New Viewers Will Dont Know What Wrong At There part 2018??;0;0.2405304061171508
891;0;1:55 That was so well done. The dance was just phenomenal.;0;0.2694985016848566
892;0;My favorite part is 1:46;0;0.2483380352758732
893;0;lol @ mitch hell yeah it sucks after 3:58;0;0.2668285709099404
894;0;3:11 hey girl! don´t touch his ass xD!!;0;0.257560336389377
895;0;1:52 this is where the real song begins;0;0.2482007748034617
896;0;1:40 is the best;0;0.2715416796710786
897;0;Try to listen at 0:45 . U will listen to a little girl voice😖;0;0.4198272778717151
898;0;3:38 high pitch;0;0.2689308568366906
899;0;had chills on 00:49;0;0.2888862065833514
900;0;00:44-00:45 scary voice;0;0.2645076837239031
901;0;It is only me or someone cough at 3:37?;0;0.3350205798863641
902;0;Listen carefully on 0:45;0;0.2689764215565087
903;0;child second voice at 0:45? cool!;0;0.2540320045176211
904;0;0:45 heart;0;0.2796398200395227
908;0;03:12 is my fav part;0;0.2536838617352985
909;0;Why does it has a child's voice echo at 0:44-0:45?;0;0.3286910308141413
910;0;0:45 Like the sound of a child following??😕;0;0.2496048136306907
911;0;the girl walks like a horse lol 0:09;0;0.2727495731609038
912;0;1:31 here's what you came for;0;0.2693477600154293
913;0;1:23 Take me into your loving arse?;0;0.3624944550376522
914;0;On the 0:46 like a child voice on there? 😨;0;0.2440746810082993
915;0;Who’s watching at 3:54pm😂😂😂;0;0.2772767634697922
916;0;Stop the video at 01:48;0;0.2686525703682623
917;0;the circle light at 3:00 is the place where his muse have to be but she isn't. (?);0;0.3269131502175008
918;0;2:18 might be what ur looking for;0;0.2753213207424224
919;0;hello its his backup singers. duh finish the whole song and then ull hear the other singers DUH around 4:00;0;0.3017446489792524
920;0;00:44 is the rumor true?;0;0.2757860883296225
921;0;1:35 Holy Shit (O,o);0;0.2561320966255103
922;0;1:20... Still gives me the goosebumps;0;0.3015597149361438
923;0;Does anyone else hear at 2:30 Harry back up voices.;0;0.2670698847915618
924;0;The baby voice is at 0:45;0;0.2742431887296371
925;0;Why there was a creepy voice in there like ghost voice in 0:46;0;0.2603104295288562
926;0;"0:45 Can you hear the sound in the word ""heart"" ?";0;0.3093369467596829
927;0;0:08 Is what I came for;0;0.2660721891920292
928;0;I know it's perspective but Tom looks like he has midget arms and when it goes dark at 3:33 he looks like a midget standing up;0;0.3851384819850001
929;0;"If you listen closely at 0:45, you will hear a  baby or child-like voice saying ""heart"". And that is so &#&$@ creepy :o";0;0.4261838017140177
930;0;0:45 sounds like little girl saying heart after ed sheeran... Use headphones or earphones if u want to hear it... Creepy;1;0.5324711828937522
931;0;1:40 dog: help my please;0;0.2991867366135781
932;0;2:47 is my favorite part but all of the song is goals😍;0;0.2417256557518597
933;0;2:00 - 2:35. That's sheer brilliance right there. This woman can dance so effortlessly and gracefully. Just like a dream. Beautiful. ❤️;0;0.3763415512321168
934;0;I just came to hear Harry Styles' voice from 2:30 to 3:30, k bye;0;0.2880254004175955
935;0;Lol look I’m back again and yes I’m still jamming….. 11/5/22 time 12:30pm…. Army Strong HooaH!!!!;0;0.261694197796022
936;0;"0:45 omg i remember this last year when im listening this part,it someone kid sayed ""heart"" hahaahhaha 😂😂😂lol its so creepy 😱";0;0.3727936499978109
937;0;2:07 fucking jojo's reference;0;0.27180176120359
938;0;Did you know Harry Styles is the supporting vocals from 2:30 to 3:50 ? Yeah me either.;0;0.296857850110755
939;0;"4:36 ""oh shit i forgot to turn on colors""";0;0.26083101011524
940;0;1:19 is the time you’ve been waiting for :);0;0.2540160562160013
941;0;"@ 0:43 in the word ""Heart"" you will hear a voice of a kid. Listen to it very carefully";0;0.3016920758821264
942;0;0:45 Heart.;0;0.2568634321516788
943;0;"00:45 , i heard something odd.. there's a kid said ""heart"" too. but i love this song:)";0;0.3893589372153107
944;0;1:20 fucking incredible;0;0.2705141251083415
945;0;00:45 heart creepy sound child;0;0.2635033940215628
946;0;I heard creepy voice in 0:44 at first i did not hear it but in 3rd time, i heard it and it was so creepy...;0;0.4201566435226373
947;0;4:14 reminded me of Nellys, just a dream video when he was swimming under water;1;0.662053439639686
948;0;"I heard a kid say ""hard"" at 0:45";0;0.2846196135622263
949;0;00:45 do you hear it?;0;0.2795403181620591
950;0;1:18 - 1:21 <3 <3 <3 I loose my breath every time;0;0.4834187133280823
951;0;The 3:04 always gets me;0;0.2681996132462619
952;0;At 0:46 or 0:45 (Baby my, heart) you can hear a child's background voice!!! Turn up the volume :));0;0.2946489371975967
953;0;at 00:45 you will hear a kid's sound following sheeran sayin heart, it doesnt sound really clear.;0;0.3228666363637723
954;0;1:58 the light is in the shape of heart ummmmm talk about LOVE<3;0;0.2741236521073411
955;0;The start of 2:38 is my favorite part;0;0.2472542546305602
956;0;If you listen closely at 2:30.  ->    3:50 you can hear Harry styles singing in the background as the supporting vocals;0;0.2642689801289586
957;0;3:00 Dat ass;0;0.2746461865886931
958;0;0:45 did you hear the voice mo someone after  sa heart;0;0.3066099200503823
959;0;listen care fully @ 0:46.. your hear a creepy voice of a child.. :D;0;0.3714805730901309
960;0;1:45 you can see the lady crying;0;0.3763417890574209
961;0;minute 0:45 have mysterious children voice say 'heart';0;0.2861736211858473
962;0;how's the view at 1:42?;0;0.27913893529146
963;0;"did you guys notice...there a sound like a child whishpering ""Heart"" ! OMG dat is so scary 00:45";0;0.2980683146384686
964;0;Ghostly child sound on 0:43;0;0.2611767874265261
965;0;there was child voice @ 0:45  Listen Carefully...;0;0.2806060564759849
966;0;did you heard the kid in 0:43 say love;0;0.2582249070376609
967;0;0:08 wtf the girl;0;0.2792829600468694
968;0;Coming here just to hear women voice at 0:45;0;0.2659489396663971
969;0;0:40 bae caught me lookin;0;0.2864580260233301
970;0;0:45 heart..;0;0.2675880536012927
971;0;2:19 *chills*;0;0.2786115855036732
972;0;0:44 listen carefully u can hear the kid says HEART;0;0.2422601467170302
973;0;0:45 right, voice little girl saying heart after ed sheraan -__-;0;0.2640059709505613
974;0;Does everbody dont motice something. At 0:45 there is a ghost voice. I heard it. It sounded like a small child laughing. This is real. It appeared on tv.;1;0.5131352228412475
975;0;0:45 DID anyone realize there's a KID's Voice saying Heart at that moment? Is it a ghost? or echo sound?;0;0.344576906989231
976;0;Turn your volume tu the max and get your phone near to your ear and hear at 0:45;0;0.3353328107368554
977;0;0:44 felt to the max💔🚶🏽🚶🏽.;0;0.2858602303051548
978;0;Btw Ed i can hear a creepy voice at 0:44 i think a childs voice but not that creepy :D;0;0.3826652086730805
979;0;2:03 she has no nipples? :/;0;0.2728597952908986
980;0;listen on 0:46 heart the word has a creepy background D:;0;0.2559341312922969
981;0;did anyone notice at 0:45,,;0;0.258284553726716
982;0;00:38 and 00:45 Listen with earphone;0;0.2747773088355899
983;0;0:45 that is mysterious child voice;0;0.2663135682768523
984;0;"did you realize if in 00:45 when he say ""Heart"" there are a girl sound saying ""ert"" ?";0;0.3675411352708959
985;0;Harry Styles is the supporting vocal from 2:30 to 3:50;0;0.2780669770120311
990;1;Only listened to 1:23 and it already had me crying thinking about my ex and what we could have been if he would have listened. :(;1;0.9527204238841264
991;0;0:48 wow love it...i think its my favourite;0;0.2463843272119494
992;0;2:11 that moves 😁;0;0.2347894176865376
993;0;My favorite part is at 1:07 when they did that hand thing, that was dope.;0;0.2762399845086417
994;0;I heard creepy voice of child at 0:45...scary;0;0.298233596446539
995;1;I just questioned my sexuality for 4:56.;1;0.6467682821855362
996;0;3:08 the way he looked at her❤;0;0.2660571221795622
997;0;😢 2:15 April 2023 Thursday;0;0.2280725729729673
998;1;1:35 that moment gives me goosebumps every time I listen to it which is crazy, because I listen to it a lot;1;0.7257841079765864
999;0;3:00 saw it somewhere...Brazzers?🤔;0;0.2578055217986155
1000;0;3:07 i think they kissed😍💖;0;0.2668984640656348
1001;0;2:43 O.0 Holly.;0;0.2546313907975441
1002;0;"LISTEN CAREFULLY AT 00:40 (00:45). you will hear ""the unknown voice"".";0;0.254757411266813
1003;0;"WHEN I WENT ON COMPETITION FOR ORCHESTRA AND ON THE BUS EVERYONE WAS SINGING THIS AND AT 0:51  THEY SOUNDED LIKE WOLFS AND MY TEACHER SAID ""THANK GOD YOU JOINED ORCHESTRA AND NOT CHOIR"" SO EVERYTIME I HEAR THIS SONG I BURST OUT LAUGHING";0;0.2659326844565814
1004;0;this video is not so pg as i thought 2:01;0;0.2514281749817341
1005;0;4:31 That was deft.;0;0.2588469795340652
1006;0;"0:45 the part when we are scared because of what so called ""ghost child"" before";0;0.3225466000725025
1007;0;ghost seconds 0:45/0:46;0;0.2765607877928955
1008;0;1:53 (don’t mind this comment lol);0;0.2692502289642252
1009;0;did anyone notice the light in 1:01 The timing makes it more😍;0;0.2667282091514868
1010;0;1:30 the best part;0;0.2618132701037765
1011;0;Is Harry Styles' voice really the back up vocals at 2:30 - 3:50 ??;0;0.2423072645124878
1012;0;"at 00:45 i heard little child says : ""heart"" . don't you? how can that's child voice recorded in official video?";0;0.3876283892731166
1013;0;I just realized the audio gets a bit scuffed at 0:09, after all these years. What a shame such a perfect song gets ruined.;0;0.2943289467644011
1014;0;1:36 Thank me later;0;0.2690510372881137
1015;0;Sep 22 2019... 10:19am... Right in the f*n feels;0;0.2541395485435557
1016;0;@1:48 No need to thank me.;0;0.4089715062408921
1017;0;2018 anyone I hear Harry at 2:30 and 3:30;0;0.2577285236759326
1018;0;That was the best part 2:47;0;0.2478639575340591
1019;0;0:45 mysterius voice huh..man thats a creap;0;0.2676208334384375
1020;0;1:30 miley cyrus bathing suit;0;0.2947069396830018
1021;0;2:16 u cant have none of those 0% nudity comments;0;0.2534909730947867
1022;0;Be honest everyone is here for 0:09;0;0.25798602214788
1023;0;Hey Ed Sheeran Who Is Behind Of Heart? Listen The Music 0:45 LISTEN Please;0;0.2624346869642918
1024;0;"there is a mysterious voice that says ""heart"" at 0:42";0;0.3028306556715643
1025;0;Ed Sheehan I want your body 4:57 ed Sheehan I want your body;0;0.2807616165959687
1026;1;Everything about this song is amazing. The clarity, the simplicity, the purity, the emotion... 3:02 ...;0;0.3642711036558542
1027;0;fun fact: harry styles is the supporting vocals from 2:30 to 4:57 🤭😗;0;0.255514100887413
1028;0;Apparently Harry Styles is the backing vocals from 2:30-3:50;0;0.2966349597509566
1029;0;3:06 to 3:28 best of the song;0;0.2626489897900407
1030;0;It’s sep. 30th 2018 and I only can back bc I didn’t know until now that harry styles is the supporting vocal 2:30- 3:30;0;0.250991182589845
1031;0;Who is still listening to the song in 24 th December 2017, 1:44;0;0.233616063121836
1032;0;wew some creepy voice did you hear that guys 0:45 baby (my heart) there was a strange voice...;1;0.6226361187096157
1033;0;Theres a voice in 0:40 baby voice i think..;0;0.2667329946773892
1034;0;2:28, The face you make when your constipated.;0;0.4928367643464052
1035;0;*3:37**-**3:38** am I the only one who hears someone chocking lol?*;0;0.2712009826576541
1036;0;"Bro at 1:50 the girls crying cause she can't get the whiskey on the piano anyone notice the whiskey? *wink wink* ;-)";1;0.5516627789191203
1037;0;"Is there anyone who is still getting goosebumps even after all these years, when the part "" 1:36""  comes?";0;0.2238187334312537
1038;0;3:01 that ass though!;0;0.2577947443509689
1039;0;"On 0:45 if u listen closely u hear like a bay or something say ""heart"" it's creeeepy";0;0.2618766214160324
1040;0;Why didn't no one comment about the voice at 0:45 till today and yesterday, was there a video on it or what?;0;0.2714588614130286
1041;0;ITS in 0:35 or 0:40;0;0.261786614588655
1042;0;3:36 can you hear the strange sound?;0;0.2888177026474298
1043;0;0:07 when I play football me to the ever team;0;0.304006878579
1044;1;OMG  i just used all tears  and its 10yrs old😭😭😭😭😭😭😭😭😭😭😭  1:55-2:23😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😱😭😭😭😭😭😭😭;0;0.3446791428949578
1045;0;0:45 is that a child voice singing with Ed ? :);0;0.3060258759214993
1046;0;"there is a voice of a kid saying ""heart"" at 0:45";0;0.3333601820317748
1047;0;I never knew John Legend had a blurryface- 2:35. TØP Anyone?;0;0.2420471768151079
1048;0;In 0:45 Hear it! Now;0;0.2449551491472852
1049;0;there is follow you say heart at 0:45 some boy maybe;0;0.2673470727490946
1050;0;2:38 till the end 😭😭😭😭;0;0.2519586505400439
1051;0;Listen carefully in 0:44;0;0.2667115972139137
1052;0;I just noticed at 1:54 the lights make a heart;0;0.3187929897882017
1053;0;1:40 im surprised that ed didnt get a boner;0;0.3020233487191668
1054;0;I just heard hi at 0:46 creepy kid voice;0;0.2677489807828517
1055;0;0:45 Did you guys hear like kid say hearth;0;0.2609101610017318
1056;0;Is that a child's voice in BABY MY HEART 0:44😱😱😱;0;0.2623558145098295
1057;0;why is everyone freaking out about 0:45 guys jesus christ;0;0.2778615781395825
1058;0;That 1:20 shot of her is beautiful;0;0.2674706348555573
1059;0;1:38 my bro waiting for the right beat;0;0.3012444141212549
1060;0;is it true that Harry Styles is the supporting voice at 2:30 more or less?;0;0.269158940272391
1061;0;"is someone notice there's a kid sing along say ""heart"" @ 0:42 - 0:45? hmmmmmm";0;0.2841426357469773
1062;0;Omg!!! Is it just me or 0:45 there’s a girl in the background 🤭🤭🤭🤭😘😘😘🧐🧐🧐🧐🧐😧😧😧😧😧;0;0.2831621549659973
1063;0;"I'm still curious when it's 00:45 seconds, when the word ""heart""";0;0.249420757615543
1064;0;there is a kid or whatever is tht,following u when u say heart at 00:45 Ed Sheeran;0;0.4565537480503931
1065;0;i can't imagine what they were thinking right here. 1:42    XD;0;0.2711171460009523
1066;0;Pause the video at 1:52;0;0.2679653275363722
1067;0;It’s been 6 years but that kid at 0:45 who said “heart” after Ed still creeps me out.;1;0.7530422019978372
1068;0;1:23 I know I shouldn't laugh but I laughed....;1;0.6301545182605038
1069;0;That guitar at 2:07 😂;0;0.2579164610604775
1070;0;It's 2020 and I still play 0:45 so many times.;0;0.2506299662017612
1071;0;"At 0:46 , you can hear a child voice at the exact word ""heart"". Creepy as fuck. ( best for headphone users)";0;0.3809762138367929
1072;0;*02:09**This Song Is Great It Really Makes Me Emotional🥺🖤*;0;0.2694513675617286
1073;0;is there a second voice ? 0:45 listen carefully max the volume.;0;0.2691882302616807
1074;0;Kids say heart at 00:36;0;0.2703039867638487
1075;0;1:09 Ayo (look at the mirror.);0;0.2673459286087183
1076;0;0:45 creepy;0;0.2864129930211803
1077;0;0:45 creepy;0;0.2864129930211803
1078;0;Sorry but i cant stop laugthing at 05:52;0;0.2739980712947641
1079;0;booty in dat face. 1:42;0;0.2517496991954227
1080;0;04:20 who adore this piece ooooohhhh;0;0.2459581622129379
1081;0;I love the part where she hits him in the face with hair!! LOL!  The time is at 4:25. its worth watching, because its funny!;0;0.4218987191892931
1082;0;1:34 is my favorite part;0;0.259407705396121
1083;0;0:45 the sound of a child is still creepin' me out;0;0.3382420829758914
1084;0;that moment at 0:40;0;0.2861629551864867
1085;0;0:45 misterious child....;0;0.2493149891786853
1086;0;1:42 You had your chance...;0;0.2507828205871953
1087;0;"there's a child's voice in 0:45 when  the ""heart"" part coming .___.";0;0.326820161836292
1088;0;2:30 - 3:30 fun fact Harry Styles was the vocal support for this part ❤️;0;0.2506166784202506
1089;0;It’s probably just me but does his voice crack when he says “heart” around 0:45??;1;0.6509181701458063
1090;0;I happened to pause at 2:51 --_--;0;0.2498786347940827
1091;0;3:05 Take me into your loving ass <3;0;0.3047422597467876
1092;0;Does anyone hear that weird sound at like around 3:35-3:40;0;0.2602269903167206
1093;0;0:45 so creepy sounds kids....;0;0.2443397666887964
1094;0;"listen to this part there is a baby voice"" 0:42  baby my heart"" (heart) said the baby voice so creepy😨";1;0.7124722687662769
1095;0;0:45 i heard the part saying heart someone says heart too...;1;0.601506511782485
1096;0;Did anyone else hear the child voice say heart after him at 0:42 or around there 👻it's a ghost lol jk;0;0.4294435774860552
1097;0;From 2:58 and even before SEXY ❤️❤️ it ..she raw they snapped;0;0.2706108914903684
1098;0;0:44 Ed Sheeran did u notice like someone saying heart too? Hmmm.. so scared;1;0.7473772669023236
1099;0;0:44 anyone heard sumthing;0;0.2681403234549574
1100;0;3:03 breaks me down everytime;0;0.401904732701993
1101;0;Harry styles is the supporting vocal from 2:30 to 3:50;0;0.2695506638795648
1102;0;Harry styles is the supporting vocal from 2:30 to 3:50;0;0.2695506756153084
1103;0;Listen carefully during 0:40 - 0:46.;0;0.2474349303456229
1104;0;that means over he did at 1:36-1:38 😍😍😍😍😗😗😗;0;0.2463736418547742
1105;0;If you look at 0:38, there is a big gap between her skin and the cup of her dress. Was Ed looking right at her tits?;1;0.7043836097454298
1106;0;2:53 best part starts from here❤;0;0.2473997591858528
1107;0;From beginning 0:05 ⬅️click the blue it works!! 😂😂;0;0.2306178957837165
1108;0;i think um at 1:48 the lady shows alot of her bum and her knickers there!;0;0.2903047871509385
1109;0;3:07 most perfect and underrated part of this song i think lol;0;0.2147705477204498
1110;0;0:44 Heart!;0;0.2529050333093839
1111;0;Something is wrong with the music at 3:35.;0;0.2609686348326687
1112;0;"put your headset on,go to 0:43-0:47,and pls tell me u also hear kid voice saying ""heart"" ._.";0;0.4075892710389364
1113;0;Here he is crying love and she responds with...FU! @2:25;1;0.790294040127815
1114;0;0:45 the creepy voice;0;0.2677018827674081
1115;0;Uuuuugh, your voice at 3:03........😍😍😍;0;0.282364363132714
1116;0;0:45 when i was young i knew this song already and there was a female voice;0;0.2812803270021928
1117;0;2:34 WOW. She is incredible;0;0.2434542157420964
1118;0;If you put the speed on 0.5 at 2:45 it sounds hilarious;0;0.2524661204247249
1119;0;0:43 that woman voice, its horror;0;0.2699614008718021
1120;0;1:10 try to not see the mirror reflection;0;0.2932075480067833
1121;0;I can hear Harry Styles in the background at 2:40;0;0.2728203396300727
1122;0;2:05 that's what I do 🤬;0;0.2432581211675587
1123;0;What sound is that on 00:45?;0;0.2622466503424696
1124;0;0:21 will your mouth still remember the taste of DEEZ NUTZ (GOTEEM);0;0.2915971317917871
1125;0;00:45 Ghost voice Heart....;0;0.2595222887581114
1126;0;"That 0:45 ""And Baby my..... HEART"" A kid just sang it too!👻👻";0;0.3034486400070176
1127;0;00:45 it is effect or just little kids join singing in recording room?;0;0.2959301393753224
1128;0;1:13 reminds me of oj  Simpson because it looks like she dead;0;0.384716042521931
1129;1;0:43 the emotion in his eyes is entirely priceless. Imagine being looked at with such love and adoration.;1;0.7489197859958514
1130;0;Omg! I hear in 00:44 ,there is child voice 😵;0;0.2493133883781978
1131;0;2:38, I relate so much with that sentence, I absolutely HATE being wrong.;0;0.3264481085663842
1132;0;@3:34 seriously, those two leg kicks perfectly on the beat got me undone!...;0;0.3636542558751924
1133;0;"is that child on 0:45 ? he said ""heart""  Omg";0;0.2976080264012327
1134;0;Harry styles backup vocals 2:39-3:03;0;0.2704656442346836
1135;0;Roses are red violets are blue if you give a like God will forgive you 0:22xx.;0;0.4924823104832551
1137;0;Roses are red violets are blue if you give a like God will forgive you 0:22xx.;0;0.4924823104832551
1138;0;1:54 I IS THE BEST;0;0.265590564616801
1139;0;For any K-poppers out there, does anyone think Ed Sheeran sounds like Wooyoung? Especially @0:30?;0;0.2528779549225367
1140;0;I love this part 3:10;0;0.261488610328144
1141;0;i hear a creepy sound in duration 0:46 OMG!!;0;0.2534577968101651
1142;0;Son, if you're reading this, you're raising me right 2023 10April 01:47;0;0.210255510574032
1143;0;1:03 for the people coming from Miley Cyrus “flowers”;0;0.2951048854241603
1144;0;"when 0:44 - 0:45 i hear a girl voice. she say :""heart""";1;0.6894015003311492
1145;0;Listening to this song on Saturday,November 30,2019 at 11:45pm.;0;0.2455307164972488
1146;0;1:48 is she wearing a thong?;0;0.3080483768585325
1147;0;3:31 for the solo 😉 (for the guitarist);0;0.2559062381338191
1148;0;2:30-3:30 my baby hazaaaa supporting vocal;0;0.3664539804932785
1149;0;1:35 thank me later❤;0;0.2641641595059952
1150;0;anyone realise harry styles sings the backup vocals from 2:30 - 3:30 ? i never knew until now hahah;0;0.265595633591564
1151;0;Does anyone else get goosebumps at 1:35 ??! My heartbeat went faster and my nerves just wrecked!;1;0.5543058570549282
1152;0;Who came for Harry Styles from 2:30 to 3:30? Like 👍;0;0.2672262955460482
1153;0;Anybody else heard the 'heart' in a small girl voice at 0:45-0:46?;0;0.308255240109633
1154;0;0:45 that kid's voice who sang after him never gets old.;0;0.2964229374826595
1155;0;Did anyone hear a woman's voice just after 0:43?;0;0.2757452510471526
1156;0;"- 0:45 when Ed Sheraan says ""heart"" ?? 😱😱";0;0.3025243484841168
1157;0;What is he saying at 3:07 ?;0;0.2664445210738175
