	Unnamed: 0	author	comment	origin	origin_status	english	category
288	292	Mabecket Maria	I love music John legend of years 2023	All of Me	1	TRUE	0
172	172	Maeva Abdelkhalek	I love your songs keep it up	Another Love	1	TRUE	0
74	74	magicwolf	this song is a masterpiece!	Another Love	1	TRUE	0
99	99	Mahadi Hasan	This song never gets old	Another Love	1	TRUE	0
256	256	mahmoud	Masterpiece	Another Love	1	TRUE	0
238	238	MALCOLM X	Wow…speechless…true masterpiece…exquisite…unique… I’m old school 90’s west coast 2pac & Biggy fan, but this blew me away, I can spot a diamond in the dirt when I see it	Another Love	1	TRUE	0
219	220	Malgorzata Król	Legenda 	Because Of You	1	TRUE	-1
26	26	Malika Pollard	This is my childhood and and teen years. Every line is so potent and accurate.	Because Of You	1	TRUE	0
0	0	Manaf Manaflı	Ed Sheeran's the type of singer to make you miss the relationship you never had	Thinking Out Loud	1	TRUE	1
101	101	maniford paradox	all these years this song is always been my favorite	Thinking Out Loud	1	TRUE	0
167	167	maor meshulam	one of my fav song even after 13 years!	Because Of You	1	TRUE	0
260	260	marcc _	this song is and always will be one of the best songs ever created, no doubt	Another Love	1	TRUE	0
212	215	Mari Carmen Jurado Carrillo	Maravillosa tu voz es especial tu musica	All of Me	1	TRUE	-1
218	219	Mária Bizubová	Beautiful song 	Because Of You	1	TRUE	0
122	122	Maria Rinta-Rahko	Beautiful song and she's so talented	Because Of You	1	TRUE	0
110	110	MariaMightBeAMonster	This song makes me nostalgic for a love that I've never even had.	Another Love	1	TRUE	1
67	67	Mariana Avitia	Wow!!! Just beautiful  I love it!	Thinking Out Loud	1	TRUE	0
11	11	Marianne 17	This song is the epitome of love and its expression .Nothing can resonate more than John's way of singing and loving through these verses.	All of Me	1	TRUE	1
240	241	Marie Frenil	I love it 	Thinking Out Loud	1	TRUE	0
306	307	Marilyn Arias	I remember singing at the top of my lungs with my eyes balling when I was a little girl because I grew up with a narcissist as my parent and I related to this song so heavily… now I hear it for the first time in ages and I realized how much I’ve grown and healed. And listened to it without a single tear! I’ve fought for my respect after learning it was demanded of me while I never had any to begin with and defended others who were victims to mental, verbal, and physical abuse. I feel incredibly proud of myself, I didn’t realize how strong I became until now. Thank you, Kelly. 	Because Of You	1	TRUE	0
210	213	Mario Sanz	7 years later, my friend just won the cancer, he love this song and the artist	All of Me	1	TRUE	0
57	57	Mario Williams	Priceless masterpiece	Another Love	1	TRUE	0
313	316	Marsha Boyd	"This song can never get old . 
This song will always be fresh I just can't stop listening to it."	Thinking Out Loud	1	TRUE	0
135	135	Marvel er	In 2023, old & gold	All of Me	1	TRUE	0
25	25	mascha cingolani	When I listen to this song, I feel like the time doesn’t go by: the same emotion for the same person year after year. Beautiful text in it’s simplicity. Just wished that same person ever felt like me.	All of Me	1	TRUE	1
65	65	Mass Ayan Memes 🅥	Legends are watching in 2023 the Masterpiece...	All of Me	1	TRUE	0
65	65	Mat Cah	People won't stop listening to this masterpiece. Evergreen.	Another Love	1	TRUE	0
112	112	Matheus Fernando	"What would I do without your smart mouth?
Drawing me in, and you kicking me out
You've got my head spinning, no kidding, I can't pin you down
What's going on in that beautiful mind?
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me, but I'll be alright
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you, oh-oh
How many times do I have to tell you?
Even when you're crying, you're beautiful too
The world is beating you down, I'm around through every mood
You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing, it's ringing in my head for you
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you, oh-oh
Give me all of you, oh
Cards on the table, we're both showing hearts
Risking it all, though it's hard
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you
I give you all of me
And you give me all of you, oh-oh"	All of Me	1	TRUE	-1
186	186	Matt Noakes	LOVE it	Another Love	1	TRUE	0
37	37	MawMaw13	She a music legend Love her!! My daughter used to listen to her growing up.	Because Of You	1	TRUE	0
10	10	MAX OAZO	Who else just randomly remembered this song 	All of Me	1	TRUE	0
55	55	MAX OAZO	Who else just randomly remembered this song 	Another Love	1	TRUE	0
290	294	maxy 	The music beats in your heart	All of Me	1	TRUE	0
225	228	Mbulelo Ndlangamandla	I searched for this 7 years later. Feels like just yesterday.	All of Me	1	TRUE	0
115	115	Megan Jackson	I just woke up and saw that my husband sent me this video from work. I’m not much of a fan of this type of music, but I immediately started crying at the opening lyrics because my legs hurt so much. I’ve been living with chronic illness for 7 years and he’s been with me through it all. He’s an amazing man and I’m so lucky to have him.	Thinking Out Loud	1	TRUE	1
81	81	Melike D	I didn’t know this would hit me when i grew older :) 	Because Of You	1	TRUE	0
302	303	Melissa Enriquez	2021 but still here!!!!	Because Of You	1	TRUE	0
233	234	Melissa Romeo	"How she can sing a song this powerful only to see her partner going to physically abuse her at the start and then at the end she just takes the frame he was going to use as a weapon out of his hand and hug him and play happy family's once the child comes out. As someone who has been in abusive relationships since childhood, That in itself is the epitome of how an abusive relationship works and the vicious cycle that comes along with it. The ending of this clip for me does not summarise her breaking the cycle at all (just trying to hide it from the child which so many victims do) although that is what i believe she was trying to convey. 
Other than that this is one my all time favourite songs"	Because Of You	1	TRUE	0
7	7	Melvin Tejera	Classic one of my favorite songs of all time still amazing in 2022.	Because Of You	1	TRUE	0
48	48	Meme Busters 93	"2013: Damn this is fire
2015: Holy shit it’s still good
2017: Stuck in my head
2019: Cry tears of joy"	All of Me	1	TRUE	0
24	24	MEOW MEOW HAPPY LAND	Watching in 2023, great song and lyrics! never gets old (aka anti-aging? ).	All of Me	1	TRUE	0
0	0	Merl	masterpiece.	Another Love	1	TRUE	0
217	218	Merrin Guthrie	It’s sad when your parents don’t want each other anymore. It’s even sadder when they don’t want you, either	Because Of You	1	TRUE	0
278	282	Michael Adjase	I love this song	All of Me	1	TRUE	0
166	166	Michael Godfrey	I feel this in my heart my wife and I divorced and I could never reproduce the love I have for her with anyone..	Another Love	1	TRUE	1
255	259	Michelle HUERTA	I love this song. Is so beatiful. Your voice Is nice. I see in agt. Congratulations	All of Me	1	TRUE	0
16	16	Michelle Monique Bolanos	I break down crying every time I hear this song. It's my life	Because Of You	1	TRUE	1
152	152	Michelle Roy	Such a beautiful song. I dedicate this song to my fiance.	All of Me	1	TRUE	1
72	72	Michelle Thompson	Excellent music 	Because Of You	1	TRUE	0
92	92	Michelle Ward	Love this song!! It's irresistible!!!	Thinking Out Loud	1	TRUE	0
169	169	Michi :]	I can't, I can't, this song made me cry so many times and I love it, it gives me nostalgia and memories 	Another Love	1	TRUE	1
159	160	Mihir Rai	We do need to appreciate how gracefully that girl is dancing	Thinking Out Loud	1	TRUE	0
155	155	Mike Buster Keating	A beautiful song. 	All of Me	1	TRUE	0
86	86	Mike Larry	Awesome	All of Me	1	TRUE	0
150	150	milkshake	i havent listened to thris song in over 4years! i love this song still<3	All of Me	1	TRUE	0
290	290	Millionare Mindset	This man has created the best song to ever exsist.	Another Love	1	TRUE	0
302	302	Milly Perry	you know a song is gold when the comment section is still active	Another Love	1	TRUE	0
85	85	Min Khant Kyaw	"This song is gonna be the next "" Counting Stars "" because it never gets old and still gives me chills"	Thinking Out Loud	1	TRUE	0
255	256	Mirela Lupsac	Nostalgia! 	Because Of You	1	TRUE	0
26	26	Mirishiki♡Bacchus	2023 and still going strong this song is timeless!! I love this song so much Ed	Thinking Out Loud	1	TRUE	0
204	204	Mirna Mai	This song it was literatly made for meThanks Tom	Another Love	1	TRUE	0
145	146	Miss acnh	Toujours aussi bien ce son 	Thinking Out Loud	1	TRUE	-1
106	106	Miss Ruzl	My engagement song on the 12/01/2023. So beautiful	All of Me	1	TRUE	1
214	215	Mochaa94	Damn I didn't even know Ed could do all that. He should consider going on dancing with the stars so I can die. This video is so cute I was screaming the whole time!	Thinking Out Loud	1	TRUE	0
13	13	Modern Greek Study	When you're happy you enjoy the lyrics. When you're sad you understand it.	Another Love	1	TRUE	1
23	23	Mojido	if you re reading this then i hope something good happens to you today	All of Me	1	TRUE	0
114	114	mollsGreen	When this song first came out, my mom was driving me to school and this was on the radio. She was going through a messy divorce with my dad and yadayada, it was a rough time. She told me she feels like this is my song for her, this song still makes me tear up because of that.	Because Of You	1	TRUE	1
263	267	Mona Winn	"Love All Of Me.
Not All Too Well."	All of Me	1	TRUE	1
25	25	Monse Arreola	"I was going to dance this song on my wedding day, my husband passed away 5 months before we could say yes forever. 
(I was pregnant.)
Now I wait for the day when I can go with him, be able to dance our song together. be together all eternity.
Love you amor"	Thinking Out Loud	1	TRUE	1
249	249	MOTIVATIONAL LIFESTYLE	First-time l listened to the song without depression a few months ago but today I was listening to the song with severe depression and now I know the full meaning of the song	Another Love	1	TRUE	1
104	104	Mounir Mbogo	2023 and this masterpiece still hits different	All of Me	1	TRUE	0
77	77	Mozdul Baksh	"I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring

And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up

And if somebody hurts you, I wanna fight
But my hand's been broken one too many times
So I'll use my voice, I'll be so fucking rude
Words, they always win, but I know I'll lose

And I'd sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna learn to love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up

Oh, need a love, now
My heart is thinking of

I wanna sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up

On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up"	Another Love	1	TRUE	-1
99	99	Mr Taylor Edward Christopher	This song never get old, No matter how much i listen, I never get bored!!!	Thinking Out Loud	1	TRUE	0
173	174	Mr. FuzzyWuzzy	This is the song me and Hope danced to. We went to the winter formal and it was great. We even held hands on the car ride home. A few days ago I asked to be my girlfriend but sadly it was kinda awkward and didn’t come out how I wanted it to and got rejected. She’s the most important person in the world to me and I figured “you know what? Im not giving up. These things take time. Maybe one day shell grow to like me. Because shes not just come and go i want HER. Im also not gonna be like weird and obsessive but im just saying like im not done yet. I mean it still hurts tho, but this stuff does hurt. But you cant give up if you really love them. And if it does work shed love me even more knowing that i hadnt given up on her. Even if this takes 10 years it will be worth it.” So I’m hoping the reason she said no was because i asked her too early because at the formal it really seemed like she liked me. Her and I also have completely different social lives too I lost pretty much all my friends because we went to different schools. But she has a lot of friends and some of them she’s really close to so when I’m around her and then it’s kinda like I don’t exist. Especially her and her best friend she’s known since 2nd grade they are inseparable and I’ve never been that close to anyone in my whole life. So it makes sense why I wouldn’t really be important to her. Whoever reads this thank you for hearing about my troubles.	Thinking Out Loud	1	TRUE	1
329	329	Mr. Legend	Totally deep you'll go far kidda totally heartbreakingly beautiful love.	Another Love	1	TRUE	0
280	281	MS LEE	I love this song so much, 2022 still listening	Because Of You	1	TRUE	0
315	318	Mui Ton	Wow, she dances so beautifully, I wish I would dance like that with someone 	Thinking Out Loud	1	TRUE	1
77	77	Mukta Saini	Awesome voice and lyrics 	Thinking Out Loud	1	TRUE	0
35	35	Mukti Deorah	Lets take a minute and appreciate how graceful and beautifully the female artist is dancing here. Imagine the hard work that must have gone into perfecting this dance. Soooooo gentle and mesmerizing. Complements the lyrics to its best! :) <3	Thinking Out Loud	1	TRUE	0
4	4	Music lovers	This song never gets old	Another Love	1	TRUE	0
109	109	Musical HuB	This song will never get old...evergreen forever.	Thinking Out Loud	1	TRUE	0
274	275	Muslihin Lihin	Love this song ever	Because Of You	1	TRUE	0
217	217	mutsa gumbochuma	Here in 2023, still a masterpiece.......	Another Love	1	TRUE	0
309	312	Mutuzana Xerinda	December 2022 and I can’t get over this song	Thinking Out Loud	1	TRUE	0
126	126	N. L.	"I wanna take you somewhere so you know I care
But it's so cold and I don't know where
I brought you daffodils in a pretty string
But they won't flower like they did last spring
And I wanna kiss you, make you feel alright
I'm just so tired to share my nights
I wanna cry and I wanna love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up
And if somebody hurts you, I wanna fight
But my hand's been broken one too many times
So I'll use my voice, I'll be so fucking rude
Words, they always win, but I know I'll lose
And I'd sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna learn to love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up
Oh, need a love, now
My heart is thinking of
I wanna sing a song that'd be just ours
But I sang 'em all to another heart
And I wanna cry, I wanna fall in love
But all my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up
On another love, another love
All my tears have been used up, up"	Another Love	1	TRUE	-1
54	54	N.C	Most beautiful song I’ve ever heard.             Ed Sheeran you are the best.	Thinking Out Loud	1	TRUE	0
36	36	nagihan hacı	"Lyrics
What would I do without your smart mouth?
Drawing me in, and you kicking me out
You've got my head spinning, no kidding, I can't pin you down
What's going on in that beautiful mind?
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me, but I'll be alright
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you, oh-oh
How many times do I have to tell you?
Even when you're crying, you're beautiful too
The world is beating you down, I'm around through every mood
You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing, it's ringing in my head for you
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you, oh-oh
Give me all of you, oh
Cards on the table, we're both showing hearts
Risking it all, though it's hard
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you
I give you all of me
And you give me all of you, oh-oh"	All of Me	1	TRUE	-1
10	10	Nanda Maharjan	This song resonates with everyone who went through rough childhood experience which maybe just little less intense to say traumatic because there are people who have been through worse, but doesn’t mean it affects you less. Some traumatic childhood experiences are hard to explain because you had food on your plate and a roof over your head. Your parents worked hard for you, and didn’t abandon you but emotionally they were not there, and you never received that emotional security to grow into a full happy adult. All those arguments, bitterness, chaos and fear left a huge hole inside your heart, who would you hold accountable for? My heart breaks every time I come to this song because I see myself in that little girl	Because Of You	1	TRUE	1
173	173	NanuuGamer	my favorite song very beautiful the lyrics I loved it	Another Love	1	TRUE	0
44	44	NAPZONE	Perfect song for wedding 	Thinking Out Loud	1	TRUE	1
227	227	Narayanan	Felt connected with this song even though I am not having a lover/ex 	Another Love	1	TRUE	0
296	299	Narcisse Akbaraly	Nice 	Thinking Out Loud	1	TRUE	0
69	69	Naruku uzumaki	"Lindo;)"	All of Me	1	TRUE	-1
252	252	Natalie S	I just came across this song :o how is it 10 yrs old? Beautiful <3	Another Love	1	TRUE	0
147	147	Natasha Ing	“I find it hard to trust not only me but everyone around me” I can relate to that lyric 	Because Of You	1	TRUE	1
197	198	Nathan Diviney	I love this song so much that it became my art teacher and my Moms favorite as well	Thinking Out Loud	1	TRUE	0
265	267	Nathan Diviney	I LOVE THIS SONG SO MUCH THANKS ED	Thinking Out Loud	1	TRUE	0
294	297	Nathan Diviney	I love this song so much	Thinking Out Loud	1	TRUE	0
258	262	Naw Eh Gay Phaw	so good song	All of Me	1	TRUE	0
76	76	Neba Fidel	John legend you so awesome more vibes brother man keep up the good work 	All of Me	1	TRUE	0
270	274	Nemanja Kostic	Anyone still listening to this masterpiece in 2023?	All of Me	1	TRUE	0
47	47	Nemily2117	Shout out to those who truly feel her words…everyday is survival and very hard. From one pure soul to another, please keep trying to live everyday…if not for anyone for me. The good die young we need to keep trying. Especially on the harder days. We’re okay. We’re not damaged. We’re okay. 2:44	Because Of You	1	TRUE	1
285	286	Neo Obs	“Because of you, I’m ashamed of my life..because it’s empty” wow	Because Of You	1	TRUE	0
183	183	Nia	“I cannot cry because I know it’s weakness in your eyes” wow. It just hits harder now that we’re older.	Because Of You	1	TRUE	1
8	8	Nic Arts	Still 2023 i love this song, I can remember my brothers and cousins injoying catching fish at this song, enjoying the melody. I really miss that days	Thinking Out Loud	1	TRUE	1
114	114	Nic Dubois	It’s a good song and I want to sing it on my wadding day when I git a little bit older	All of Me	1	TRUE	1
248	248	𝐍𝐈𝐂𝐇𝐎𝐋𝐀𝐒	man, this song it's so good	Another Love	1	TRUE	0
18	18	Nicole Teddy	This song will always be the same in our hearts..Remember myself at school proms dancing with our loved ones while listening to this song...and now many years later still listening to this song while our heart still have the same beat and love inside thinking those years and our life now with happy and sad moments...if you are reading this right now I wish you mental and physical health.. have a good day and remember to show people that you love them...it is not expected.	All of Me	1	TRUE	1
237	240	Niga Bern	I remember in highschool this song made me a legend  thanks John 	All of Me	1	TRUE	1
188	189	nikki allen	I love this song and I love the way you sing 	Thinking Out Loud	1	TRUE	0
65	65	Nikol	Why are there no more song like that, just a masterpiece. Hit the high notes and so emotional	Because Of You	1	TRUE	0
120	120	NILOY KARMAKAR	Years will pass, and we will grow up, but this song will live on in our hearts forever. 	Thinking Out Loud	1	TRUE	1
130	130	Nina D	Ed's superb singing aside, can we just take a moment to applaud the girl? She's got some serious moves.	Thinking Out Loud	1	TRUE	0
255	256	nina Dj	It's perfect	Thinking Out Loud	1	TRUE	0
296	297	Nindya Desalfi Mutia	watching again in 2022, and still crying	Because Of You	1	TRUE	0
56	56	Ninja Fe	So much respect for this man!!! This is a man who loves his wife more than anything and isn't afraid to let the world know!!!	All of Me	1	TRUE	0
89	89	Nishant Kshhetri	Still my love 	All of Me	1	TRUE	0
211	212	NJSSOUND	This is great if you need to shed a few tears. 10/10	Because Of You	1	TRUE	0
93	93	no name	True legend!	All of Me	1	TRUE	0
2	2	NOOB FFYR	"2013: Heard this song for the first time. 
2014: Showed my girlfriend this song months later. 
2015: many months later we both fell in love with this song. 
2016: Went to a JL concert with my girlfriend. 
2017: Sang this song and proposed to my girlfriend. 
2018: Got married and danced to this song at our wedding. 
2019: Still in love with this song. 
2020: so we're still together. And we're trying to start a family, But we're worried about when all this COVID-19 pandemic will end. 
2021: My wife got pregnant everyone!!
2022: she’s due in July, I’m gonna be a dad!!!
2023 i am a dad!!!(Thanks for all of your guys love)"	All of Me	1	TRUE	0
9	9	NOOB FFYR	"2013: Heard this song for the first time. 
2014: Showed my girlfriend this song months later. 
2015: many months later we both fell in love with this song. 
2016: Went to a JL concert with my girlfriend. 
2017: Sang this song and proposed to my girlfriend. 
2018: Got married and danced to this song at our wedding. 
2019: Still in love with this song. 
2020: so we're still together. And we're trying to start a family, But we're worried about when all this COVID-19 pandemic will end. 
2021: My wife got pregnant everyone!!
2022: she’s due in July, I’m gonna be a dad!!!
2023 i am a dad!!!(Thanks for all of your guys love)"	All of Me	1	TRUE	0
100	100	Not ''handsome'' Squidward	My dad played this at my moms funeral. They liked each other since they were both in school, and for one of them to die is really sad. I miss you, Mom. I hope your doing well with the Angel's up in heaven edit: for those of u that r wondering how I'm doing rn I'm doing fine. I don't really think of my mom's death anymore.	Thinking Out Loud	1	TRUE	1
145	145	Ntonto Ndebele	its january 25 2023 and this song still hits hard	All of Me	1	TRUE	0
37	37	NUR HANA HUMAIRA	"What would I do without your smart mouth?
Drawing me in, and you kicking me out
You've got my head spinning, no kidding, I can't pin you down
What's going on in that beautiful mind?
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me, but I'll be alright
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you, oh-oh
How many times do I have to tell you?
Even when you're crying, you're beautiful too
The world is beating you down, I'm around through every mood
You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing, it's ringing in my head for you
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you, oh-oh
Give me all of you, oh
Cards on the table, we're both showing hearts
Risking it all, though it's hard
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning
'Cause I give you all of me
And you give me all of you
I give you all of me
And you give me all of you, oh-oh"	All of Me	1	TRUE	-1
334	334	Nuray	I've heard it at different times. But the first thing this song reminds me of is Severus Snape	Another Love	1	TRUE	0
262	264	Ockert Van Zyl	Fantastic thanks for sharing 	Thinking Out Loud	1	TRUE	0
38	38	Odessa Douglas	Here in 2023...this song hits me hard I love it	Because Of You	1	TRUE	0
144	145	ok.	This song will be played at my wedding even if I get married in 10 years.	Thinking Out Loud	1	TRUE	1
192	192	Oliver Wright	"I love the song 



All my tears have been used up on another love"	Another Love	1	TRUE	0
41	41	Olly Nator	It's 2023 and this song is still letting me feel like im in 2014!	All of Me	1	TRUE	0
250	250	Omiej95	This song hits so different these days 	Another Love	1	TRUE	0
175	175	Omilao	"''I wanna cry, but all my tears have been used up.''

This is me right now."	Another Love	1	TRUE	-1
118	118	Önder ırmak	I was 27 when I first heard it 10 years ago. When I first listened to it, I listened to it over and over again, and it went on for months. I am 37 years old now and whenever I listen to it, I am impressed and cry like the first day. Some songs touch our hearts. this song is one of them...	Another Love	1	TRUE	1
108	108	OrxannS	"What would I do without your smart mouth?
Drawing me in, and you kicking me out
You've got my head spinning, no kidding, I can't pin you down
What's going on in that beautiful mind
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me, but I'll be alright

[Pre-Chorus:]
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind

[Chorus:]
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose I'm winning
'Cause I give you all of me
And you give me all of you, oh oh

[Verse 2:]
How many times do I have to tell you
Even when you're crying you're beautiful too
The world is beating you down, I'm around through every mood
You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing, it's ringing, in my head for you

[Pre-Chorus:]
My head's under water
But I'm breathing fine
You're crazy and I'm out of my mind

[Chorus:]
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose I'm winning
'Cause I give you all of me
And you give me all of you, oh oh

[Bridge:]
Give me all of you
Cards on the table, we're both showing hearts
Risking it all, though it's hard

[Chorus:]
'Cause all of me
Loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me
I'll give my all to you
You're my end and my beginning
Even when I lose I'm winning
'Cause I give you all of me
And you give me all of you

I give you all of me
And you give me all of you, oh oh"	All of Me	1	TRUE	-1
59	59	Osaine Triana	I love his songs. In this video particularlly With his WiFe..so beautiful	All of Me	1	TRUE	0
297	297	OtakuCrip	Bruh wtf I can't right now this song hits to hard 	Another Love	1	TRUE	0
247	250	otari azariashvili	This is good	All of Me	1	TRUE	0
300	301	Overdriver Duo	Truth music!!!! 	Because Of You	1	TRUE	0
320	320	Ozymandias ➊	A message to the future generations. Don't let this song die.	Another Love	1	TRUE	0
184	185	Pablo Perez	Excelente 	Because Of You	1	TRUE	0
128	128	Pablo S23	"""Eu quero viver um amor daqueles de cinema"" "	Thinking Out Loud	1	TRUE	-1
209	212	Paige Barnum	Feeling the 	All of Me	1	TRUE	0
305	308	Panos Rippis	I'm going to play this song to my girlfriend and propose to her. Wish me luck! 	Thinking Out Loud	1	TRUE	1
210	210	Paola Houdion	This song makes me want to cry while dancing and screaming in the rain in the middle of the night with every single broken people of earth	Another Love	1	TRUE	1
162	162	Paradoxy 2205	My girlfriend left me yesterday after a wonderfull relationship the lasted 4 years. I am broken and cant stop thinking about her in tears. I just dont understand it.This song helps me to get through hard times, even if it seems hopeless at the moment.	Another Love	1	TRUE	1
247	247	Parkkkkk	When you are heart broke you can relate	Another Love	1	TRUE	1
320	323	parsa rezf	"[Verse 1]
When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love?
Will your eyes still smile from your cheeks?
And darling, I will be loving you till we're seventy
And baby, my heart could still fall as hard at twenty-three
And I'm thinking 'bout how

[Pre-Chorus 1]
People fall in love in mysterious ways
Maybe just the touch of a hand
Well me, I fall in love with you every single day
I just wanna tell you I am

[Chorus]
So honey, now, take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart, I'm thinking out loud
And maybe we found love right where we are

[Verse 2]
When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way
I know you will still love me the same
'Cause, honey, your soul could never grow old, it's evergreen
And baby, your smile's forever in my mind and memory
And I'm thinking 'bout how
Pre-Chorus 2]
People fall in love in mysterious ways
And maybe it's all part of a plan
Well I'll just keep on making the same mistakes
Hoping that you'll understand

[Chorus]
That, baby, now, take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart, I'm thinking out loud
And maybe we found love right where we are

[Chorus]
So baby, now, take me into your loving arms
Kiss me under the light of a thousand stars
Oh darling, place your head on my beating heart, I'm thinking out loud
That maybe we found love right where we are
Oh baby, we found love right where we are
And we found love right where we are"	Thinking Out Loud	1	TRUE	-1
43	43	Pasutri Gaje Home Tour	The End of 2020 im still here	All of Me	1	TRUE	0
174	175	Paul A.	This is the story of my girl. We were happy, got two beautiful kids, a house and a deep and truly love. When she passed I stood in the rain, so I could hide my tears. Her picture in my pocket and bleeding love. Now our kids have grown up and they are beautiful like their mother. I still have the picture and my love. I miss her more than ever.	Thinking Out Loud	1	TRUE	1
234	237	Paul Fua	Beautiful and passionate 	All of Me	1	TRUE	0
17	17	paul zvidzai	2023 I'm still listening to this legend. This is a legacy. 2023 here we are good people , still listening to good music. All e love from Zimbabwe	Thinking Out Loud	1	TRUE	0
72	72	Paula Hubbard	One of my favorite songs, dancing to this would be very romantic	All of Me	1	TRUE	0
90	90	Paulo Barroso	"""Promise me this is forever!""
""Promise.""

what a moment.... will always be history <3"	Another Love	1	TRUE	-1
311	311	Paweu Oguem	"""Respect your pillow, because it was there to catch your tears when nobody else did."""	Another Love	1	TRUE	-1
49	49	Philip Germani	"Now this is one incredible song. What an impact this lady has had on so many lives, along with ""Stronger"" and her others great hits."	Because Of You	1	TRUE	0
135	136	Philip Macnab	Much love 	Thinking Out Loud	1	TRUE	0
