,author,comment,origin,origin_status,Unnamed: 0,lang,time_stamps
181119,Gernil solev,0:45 second.. they have second voice..,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
181345,Raisa Ibarreta,Listen guys carefully in 0:45 you'll hear a little girls voice says ''I'' after the word heart.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
181397,Frank Pezzano,Fat ass doe at 1:47,Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:47']
181535,Viktoria Sakadzhieva,What's that nice when ed said heart 1:44 ,Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:44']
181569,Juan Serik,Did you giys hear that at 00:45 after the word 'heart'. It's creepy,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
181580,Fine Project,0:45 hehehehe what do u think ??,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
181674,rat,Solo vine para escuchar a Harty cantar en el 2:30,Ed_Sheeran-Thinking_Out_Loud,1,,es,['2:30']
181718,あ,"Good song.But wait,did somebody hear at 0:45?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
181800,Jeremoth Nute,i mean 0:43,Ed_Sheeran-Thinking_Out_Loud,1,,sv,['0:43']
181801,Jeremoth Nute,listen on 0:46 heart the word has a creepy background D:,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:46']
181855,Johan Jareem,00:45 whose voice is that ?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
182072,Ran Dom,0:21 will your mouth still remember the taste of DEEZ NUTZ (GOTEEM),Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:21']
182075,Kelly Lo,how can they do that? it's 4:56 long time ...,Ed_Sheeran-Thinking_Out_Loud,1,,en,['4:56']
182087,Free Beats,"my favourite part: 3:02 :) great song, ed.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['3:02']
182209,Luis Sanchez,"I love this song (me encanta esta cancion).

Alguien sabe como se llama la mujer? Esque esta bien buena,  la pose del min. 1:48 esta bien rica mmmmmm, porfavor diganme",Ed_Sheeran-Thinking_Out_Loud,1,,es,['1:48']
182215,Chris W,Listen at 0:46 and you will hear it.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:46']
182238,Fajar NR,"00:45 is the misteryyyy sound??!!? ""heart""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
182311,Kris Dianto,ad a child's voice in 0:44 minutes,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
182430,ονομα δεν εχω,Harry Styles was singing from 2:30 to 3:50.,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['2:30', '3:50']"
182444,Sulaiman Ali,0:43-0:45 i heard the woman say heart after Ed Sheeran say Heart,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['0:43', '0:45']"
182469,Marie Cruz,There is a ghost 0:40. 0:50 you can hear it in maybe my heart ,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['0:40', '0:50']"
182475,Inay Octora,"Seriously you must hear in 0:46 when ed say heart there is some mysteriois child sound,said hear.....
Comment if you hear it",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:46']
182555,Novra Ardian,"WHAT VOICE IS THAT , IS IT YOU?
@0:45",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
182587,Dimitris Nasiakos,3:02 'but baby now' chill mate,Ed_Sheeran-Thinking_Out_Loud,1,,en,['3:02']
182708,Fonzfrenzy,0:45 Ghost sounds,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
182717,Haikal Sraja,Why is there a female voice says heart 00:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
182764,KuroRX // Galaxy,0:23 DEEZ NUTS,Ed_Sheeran-Thinking_Out_Loud,1,,de,['0:23']
182771,Charly Brown,1:48 Thank me later!,Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:48']
182855,lol moved,"Did u hear the little kid's voice said ""heart"" on 00:43 ?? :I",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:43']
182856,lol moved,"Did u hear the little kid 's foice say ""heart"" ?? On 00:43 ??",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:43']
182857,lol moved,"Did u hear the little kid 's foice say ""heart"" ?? On 00:46 ?? :I",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:46']
183126,alex yohanes,0:44 magic voice,Ed_Sheeran-Thinking_Out_Loud,1,,ro,['0:44']
183138,Tfr Dwiki,the sound of a small child when in the heart lyrics in minutes 0:40,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:40']
183239,FlavourTo TheSky,0:44 Heart!,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
183265,Brian Suheru,"Did anyone heard sound of kid on 0:44?
Use earbuds or headset",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
183269,Nica Aleah Monsanto,4:06 pause it they look like kissing,Ed_Sheeran-Thinking_Out_Loud,1,,et,['4:06']
183301,Charlotte Patmore,"Wait, anyone hear someone said ""Heart"" other than Ed at 04:45 ?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['04:45']
183303,Anggit Amirul,0:44 note again his voice,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
183313,Robian Shang,0:44 ghost voice,Ed_Sheeran-Thinking_Out_Loud,1,,nl,['0:44']
183351,Chris C,is it just me or is there a strange gulping noise at 3:55 ?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['3:55']
183438,ahmad aufar al khairi,00:45 the ghost sound at the 'heart' lyric,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
183455,Sila Farsidia Putri,did u hear the girl voices in 0:45 - 0:46?,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['0:45', '0:46']"
183492,Yohanes Boboho,or 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
183493,Yohanes Boboho,"there is a child sound in 0:46,use earphone to here clearly",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:46']
183511,Gamer4 Life,Listen carefully during 0:40 - 0:46.,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['0:40', '0:46']"
183550,Wilson Gozal,Jenyne butterfly? 04:30-04:33 ,Ed_Sheeran-Thinking_Out_Loud,1,,no,"['04:30', '04:33']"
183594,Marden Gonzalez,0:18 will your mouth still remember the taste of DEEZ NUTS HA GOT EEM HA,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:18']
183674,Fadly Kurnia,hey viewers! i think 0:40 i can listened ghost sound. how about you?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:40']
183698,Kieza Joseph,Harry Styles us the supporting vocal from 2:30 to 3:50,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['2:30', '3:50']"
183702,SamSon5737,"Guys, listen to 0:44 using earphones you'll hear a faint voice saying ""heart"" after Ed sheeran.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
183743,Hussian,"Pause at 1:48.


Thank me later...",Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:48']
183799,wilis sari,"look at 0:45 and hear,there's someone follow the ed sheeran saying ""heart"" too!!!!",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
183839,Hashfi Kartika,listen until 0:45 and u will heard a child say 'heart' if ed sheeran record this song by himself alone so how can this child sound came into this song???,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
183841,shenna mahendra,"Mister Ed Sheeran, add someone on this music? i ask this because on 0:45 when you say heart and i heart like someone echoing you but it heards like ""hurt""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
183851,Michael Rian Kaslim,Baby my heart (heart) 00:45 check it out !,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
183880,Sick Pupiess,"Do you guys not hear girl voice in 0:45 ? Is that the sound of his throat or really girl voice ? If girl voice, wheres the sound come from ?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
183957,Xavier Miller,For great music also check out Xavier Miller www.xaviermillerofficial.com Xavier will performing live with his amazing band at The Viper Room in Hollywood on July 27th at 9:45 #bethere,Ed_Sheeran-Thinking_Out_Loud,1,,en,['9:45']
184035,Fara Dhiba Aishwarya,00:44 - 00:45 sound like child say 'heart',Ed_Sheeran-Thinking_Out_Loud,1,,en,"['00:44', '00:45']"
184066,Ryoza Naufal,"Listen to 00:45 Carefully you can another person says ""Heart""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
184173,Wilson Zangetsu,0:45 there is somebody Voice ,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
184190,Zabran Al Ghazi,"at 00:45 there was a child's voice say ""Heart""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
184201,TorontoZapef Dedikasihzvo,0:45 creepy voice,Ed_Sheeran-Thinking_Out_Loud,1,,ro,['0:45']
184206,Raben,creepy voice at 0:44? ,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
184211,HiWays,It is just me or can you guys see Ed and the girl tell a love story through their dancing. I noticed instantly at 2:40. They way they interpreted 'mysterious ways' into the movements. I don't know. That's what I see and I just find it absolutely adorable and romantic. I love this song so much!!! ,Ed_Sheeran-Thinking_Out_Loud,1,,en,['2:40']
184334,Josua Hutabarat,"LISTEN THIS VIDEO AT 0:42 AT REFF, YOU WILL LISTEN LADY'S SOUND FOLLOW THE REEF , WHEN IT SAID ""HEART..."" and i think that is  a ghost!!!",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:42']
184335,WTHori Belozoglu,di menit 0:46 ada suara anak kecil yang pas hearts,Ed_Sheeran-Thinking_Out_Loud,1,,id,['0:46']
184336,Mohd Alazim,"Omg!!! 0:45, hear it,  i heard a girl ghost voice, ( children voice) it said ( heart)
😱",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
184340,Naufal Haidar,did you hear some weird sound in 0:44 - 0:45 ?,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['0:44', '0:45']"
184344,Muhammad Dimastria TMP,"Try to turn up the volume on your speakers in 0:48 minutes a child speaks HEART.
The sound of voices in unison with Ed Sheeran, (Well Listen Well).
""I apologize for this comment offensive magnitude if Ed Sheeran"".
Although there is the mysterious sound I still listen to this song every day.
I like this song :)",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:48']
184480,deka fs,0:45 misterius,Ed_Sheeran-Thinking_Out_Loud,1,,et,['0:45']
184502,Baahy,GHOST SOUND ON 0:45 :OOOOOOOOOOOOOOOOOOOO,Ed_Sheeran-Thinking_Out_Loud,1,,de,['0:45']
184504,RF Football,"da Fuck at 0:44, so scary",Ed_Sheeran-Thinking_Out_Loud,1,,it,['0:44']
184507,Bobby Morris,go on 0:32 after ed sheeran someone say heart again,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:32']
184512,Legal Talk,"many people says there is mysterious sounds on 0:45 after ""baby,my heart"",there is a sound of young girl says ""heart"",right??",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
184513,Firli Putri,Listen at 00:45😰,Ed_Sheeran-Thinking_Out_Loud,1,,de,['00:45']
184561,Nagham Ebrahim,3:43 harry's sound <3 ^_^,Ed_Sheeran-Thinking_Out_Loud,1,,en,['3:43']
184654,Death Of Story,"0:45 / 45 second . 
Perhatikan suaranya itu backking vocal atau gmna ya?",Ed_Sheeran-Thinking_Out_Loud,1,,id,['0:45']
184673,Fauzan Abdurrahman,00:45 ada kejanggalan,Ed_Sheeran-Thinking_Out_Loud,1,,id,['00:45']
184686,Anđela Dulović,Am I the only one who just found out that Harry is singing back up vocals from 2:30?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['2:30']
184734,Rheinaldy Zaini,Nice song and horor 0:45 go earn,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
184744,TEST Gamr,"0:45 when he say ""HEART"" listen carefully, sound like a girl also saying ""HEART""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
184936,fabtasticdbp,did anyone hear the noise at 00:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
184943,Randy Valenzhio,00:45 Little girl sound ? Holly SH*T ! Its CREEEEEEEEEPPPYYYYYYY,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
184952,Eduardo Kenjiro,"0:45 hear a child says ""heart""....",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
184962,Theodores Sutjiadi,Does everbody dont motice something. At 0:45 there is a ghost voice. I heard it. It sounded like a small child laughing. This is real. It appeared on tv.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
184965,A Vicario,so my brother told me about a kid voice in this song at first i don't believe him but then i listened to 00:37 album version and at 00:45 on vevo and I got goosebumps damn it's real!,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['00:37', '00:45']"
184981,Nicholas Seah,"0:45
anyone hear it? there's a sound of a kid
it gave me nightmares",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
184984,Leny Andriyani,"I heard a little girl say ""heart"" in 00:45 :(",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
185082,Evan Juna,Put on your headset and listen 00:45 there is a kid sing to. Like if you listen it,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
185088,Franz Sebastian,"Hmm..in 0:45 there is a woman says ""heart""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
185089,Natasya Nehemia,On 00:40 i heard a following child voice ,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:40']
185112,C Florencia Purnawan,"Hmm.. Can anyone hear a child says ""Heart"" at 00:45? ",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
185114,Arum Ristanti,00:45 Ghost voice Heart....,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
185124,Josue95,Minute 1:48 (;,Ed_Sheeran-Thinking_Out_Loud,1,,ro,['1:48']
185126,Jake McCurdy,"At 0:45, you can hear a kid's voice saying ""heart"". ",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
185135,Dion Maulana,00:45 child voice,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
185273,TheSnacc,"i heard little kid say ""heart"" in 00:45",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
185275,dragon randy,I heard something Weird like little Boy Voice at 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
185429,jason owen,0:46 kid sound wtf? So creepy,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:46']
185439,aliy,"Omg! I hear in 00:44 ,there is child voice 😵",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:44']
185447,Marlond F,"It's something wrong, listen at 0:45",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
185465,Lost Clips,1:20 fucking incredible,Ed_Sheeran-Thinking_Out_Loud,1,,en,['1:20']
185586,Guywithcrazyideas,2:12 That slow-mo prance is beautiful.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['2:12']
185590,Gaachan Gaanyul,0:45 there is another voice... whose voice is that..??,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
185595,Jay T,Listen from 0:44... at 0:45 theres a weird creepy voice... i couldn't help but notice it... im really scared right now.... its so creepy n uhunno why. :S,Ed_Sheeran-Thinking_Out_Loud,1,,en,"['0:44', '0:45']"
185596,indra sentosa,what/s that sound on 0:48? after you saying heart?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:48']
185630,rahne putri,"0:45 goosebumps. i heard a kid singing a ""heart"" part following Ed Sheeran's voice. :O :O",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
185760,Ayudya Pertiwi,"do you hear that? at 0:45 .. there is someone say ""heart (or hei)""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
185782,Sam Mantha,omg around 00:45 theres a little girl saying 'heart' 😨 so creepy ,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
185789,Dazzletoad,2:08    Guitar leg,Ed_Sheeran-Thinking_Out_Loud,1,,ca,['2:08']
185808,archiichan,Why theres a little kid voice in 00:45 ? ,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
185820,Naufal Rafi,Why in your video some others person sing on 0:45 secound ,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
185835,Xiao Lena,Have anyone noticed the kid's voice in 00:45 or it was just me?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
185854,karim roldan bouhli,Pufffffffffff 3:02..... <3,Ed_Sheeran-Thinking_Out_Loud,1,,cy,['3:02']
185913,Wildan Fariz,Idk if it's real or not but i heard Creepy Voice at 0:41 :|,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:41']
185941,Ardimas Saputra,"0:45 Can you hear the sound in the word ""heart"" ?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
185966,THE JABBA GAMING,"there's a child sound at baby my ""heart"" at 0:44",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
185978,Vicente Sulit,"Dont you notice a voice of little girl in the 0:43 ""heart"" part of the song.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:43']
185996,rafael ignacio,check 2:45,Ed_Sheeran-Thinking_Out_Loud,1,,de,['2:45']
186002,Yosua Fernando,"00:40-00:45 
When he says ""heart"" i just listening 2 voice, it just an effect or what? ",Ed_Sheeran-Thinking_Out_Loud,1,,en,"['00:40', '00:45']"
186005,pagubet,ada suara anak kecil dimenit 45:00  dibagian kata heart,Ed_Sheeran-Thinking_Out_Loud,1,,id,['45:00']
186008,yanto alif,"i heard another voice and say ""heart"" in 00:45",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
186013,Cindy,"Does everyone get noticed?? at the part of 0:45 there is a young girl sing a long with Ed Sheeren the part of ""heart"" word. Listen slowly at that part. who's that girl????",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186018,Caesar Dasha,0:45 Heart.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186033,Krystal Pfiester,"This song is perfection! I had been looking for a song to use as our first dance at our wedding, and thank you Ed for creating something so beautiful and moving. You have the most soulful and awesome voice! Starting at 3:03 I get chills every time I listen to it...",Ed_Sheeran-Thinking_Out_Loud,1,,en,['3:03']
186079,Muhamad Ridwansyah,"wow did you guys just realize ""heart"" on 0:45? could somebody please give me a brief explanation?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186152,Dew Gaming,Listen 0:45 its a kids voice,Ed_Sheeran-Thinking_Out_Loud,1,,nl,['0:45']
186156,Elvira Rosa,0:45 I heard a little kid said heart,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186162,nadia mungky,Ed Sheeran there seems to be a strange noise in the second 00:45 Thinking Out Loud .That noise is like a child,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
186172,Rayi,hey at 0:45 seconds there are small children speak,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186186,marvin ananda,0:45 child scream,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186189,Frostie Winter,"0:44 

Some creepy child voice there",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
186196,Gold. Ez,listen at 0:45 .. a child's voice sing w/ ed !,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186202,alifa lasmana,0:45 tho......,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186205,Ekaristia Yohana Joyi,00:45 his voice...,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
186253,James,"There's a rumor that a child's voice can be heared singing along with ed sheeran.. So i tried to listen to it a couple of times and as far as my ears are concerned, yeah there is.. Try to go listen at 0:45 in the lyrics ""and baby my heart"", you'll gonna hear a short child's voice uttering ""heart""..
You'll be the judge.",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186274,John Carly,"0:42 there is a girl's voice, when ed says 'heart'",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:42']
186286,Namirah Zihniah,"oh my god listen to the part where he says ""heart"" in 0:45 there's like a kid ghost saying ""heart"" too like srsly i thought people was joking",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186304,Cura Artayus,"Try to listen carefully at 00:43 when he says ""heart"" there is kid saying ""heart"" too..i think its kinda creepy :'(( 
Logically, theres no way a kid sound recorded for official video in a profesional studio..",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:43']
186309,MNA Project,0:45 some stranger voice :O,Ed_Sheeran-Thinking_Out_Loud,1,,da,['0:45']
186320,Gowinda Kadek,what is saying heart on 0:45 ? its like child voice.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186330,Sanjaya Regaliaz,i hear something weird at 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186331,Bimo Panggabean,Hey dude... can you hear the voice of the kid at 00:45????,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
186334,Angelica Stephanie,is it me or is there a baby voice in 0:48???,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:48']
186346,Angga Pramurti,0:45 'heart' hahaha,Ed_Sheeran-Thinking_Out_Loud,1,,so,['0:45']
186355,andreasss der the queueue,there is follow you say heart at 0:45 some boy maybe,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186373,Noferu Sirman,Hear 0:45. What sound is that? Is that backsound? Or....,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186381,B.G Mac,4:30 he touched the butt,Ed_Sheeran-Thinking_Out_Loud,1,,en,['4:30']
186384,Hilman Fanandy,Ghost's voice 00:45 ??,Ed_Sheeran-Thinking_Out_Loud,1,,fr,['00:45']
186388,Alejandro González Vargas,Minuto 0:00,Ed_Sheeran-Thinking_Out_Loud,1,,pt,['0:00']
186394,Jin Natsume,What's with the weird 2nd voice in 0:45? Don't call me crazy or anything but I can really hear it. lol Great song btw.,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186501,Muhammad Fadhil Azmi,0:46 child sound? who is it,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:46']
186511,ghaida nuris tsara,0:43 a girls said hearts,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:43']
186517,crankybabygirl,"Is it only me or other people can hear a kid voice saying ""heart"" at 00:45 too.. ",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
186521,Bryan Samuel,"Anyone notice Creepy Sound?
0:45 (Like baby sound tired)",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186546,Clement Favian,0:45 sounds like little girl saying heart after ed sheeran... Use headphones or earphones if u want to hear it... Creepy,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186547,Alicia Yunita,omg listen at 0:45 the 'heart' part,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186550,saira ali,2:21 cute,Ed_Sheeran-Thinking_Out_Loud,1,,ro,['2:21']
186667,Angelica Alvina,"Ed, i hear a mysterious sound! 00:48 check it out.. get the volume bigger.. when u sing ""Heart""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:48']
186695,Foretty Cyndi,What the? I hear some ghost sound... im not kidding is serious (0:45),Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186698,Nagur cool,Listen 00:45 (word : heart) You will listen to child voice !,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
186700,cotton sea,"Guys, do you hear a kid's whispering ""heart"" alongside Ed's voice at 00:45 ?",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
186704,Edo Leonardo,0:45 there is a child voice said heart too. Spooky,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186705,Edo Leonardo,"0:45 there's a child voice said ""heart"" too..spooky",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186713,Dedi Herman,Tolong dengerin detik 0:45 ada suara anak kecil bilang Heart apa aku hanya salah dengar,Ed_Sheeran-Thinking_Out_Loud,1,,id,['0:45']
186717,Mj Sanders,"second voice heard at 0:45 
keep repeating and you will hear it",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186723,marwaa,"00:45 there's a ghost sound when he say ""heart"".😨😱",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
186737,Ratrya Khansa A,"0:45
""heart"" 
whose voice is it?!!?!",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186845,andry atmaja,At 0:45 what sound is that?? In word saying heart?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186868,Utari Gunawan,"I dont know why but in my country, there are rumors about this song.. 
There was someone else voice in 0:45 when ed says ""heart"" ",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186871,Ryan Richie,"Just listen in 0:45, there is a sound of baby say ""hearts""",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186878,Abia Shankara Wiyoso,"Listen to the part of the video on 0:45, there is a child singing heart in the background",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186879,amsterdope,"WOW! If you want to hear the little girl who says 'heart' at 00:45, FIRST you need to go and smoke 5 rocks of crack, replay the video and you''ll hear even more than the girls' voice.. Like seriously people..",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
186883,Syarif Bisyir,"I think I hear heart, I mean little girl said heart on 0:45",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186892,Ichsan Maulana,did anybody hear the sound of a kid saying heart on the minute of 0:45?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186895,ihsan nur qolby,i hear in sec 0:45 like sound a child,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186896,Pewds,Anyone else heard at around 0:44? And baby my 'heart' and then theres another voice following it saying 'heart'... kinda creepy,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:44']
186897,Steven,Do you guys hear some voice after ed said heart. In 00:45 it makes me scare.??!?,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
186900,Rusly Yt,0:45  like sounds ''heart' kid singing... its ghost??,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186904,Peter Quintao,Listen carefully time 00:45 there is a child echoing heart... ^_^,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
186906,Akhdanu Fadhil,"Stop at 0:45 , you will hear something, it sounds like a kid says "" heart "". dang it!",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186908,Rdjant,mistery? minute 00:49 (heart),Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:49']
186909,Faza Ihza,TURN YOUR VOLUME UP! you can notice a child voice between 0:44-0:45 after he say 'heart',Ed_Sheeran-Thinking_Out_Loud,1,,en,"['0:44', '0:45']"
186914,usman islam,in 0:45 theres a girl saying heart in the background.... hear it clearly,Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186916,Anindya Fiza,scary voice on 00:45,Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
186918,Azel Arisandi,ghost voice @ 0:45,Ed_Sheeran-Thinking_Out_Loud,1,,cs,['0:45']
186920,Valentina Vania,Just listen at 00:45..,Ed_Sheeran-Thinking_Out_Loud,1,,fi,['00:45']
186921,Luffio,"0:45 there's a kid singing the word ""heart"" after Ed's voice",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186926,Sychosis,"Woah did anyone hear that creepy little voice after he said ""Heart"" At 0:45",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
186927,Annisa Ummi Hafizhah,"
Listen ON 00:45 im so scary ",Ed_Sheeran-Thinking_Out_Loud,1,,en,['00:45']
186940,RingGa II,"- 0:45 when Ed Sheraan says ""heart"" ?? 😱😱",Ed_Sheeran-Thinking_Out_Loud,1,,en,['0:45']
